link,paragraph_info,title,Pat
https://www.trisrating.com/th/rating-news/180-bbbstable/,การปรับอันดับเครดิตเพิ่มขึ้นยังมีข้อจํากัดในระยะสั้น อย่างไรก็ตาม อันดับเครดิตและ/หรือแนวโน้มอันดับเครดิตอาจปรับลดลงได้หากผลการดําเนินงาน ของบริษัทและ/หรือสถานะทางการเงินถดถอยลงจากที่คาด,ทริสเรทติ้งจัดอันดับเครดิตหุ้นกู้ไม่ด้อยสิทธิ มีหลักประกันวงเงินไม่เกิน 180 ล้านบาท  “บ. ปริญสิริ” ที่ระดับ “BBB/Stable”,0
https://www.trisrating.com/th/rating-news/180-bbbstable/,"- อัตราส่วนทางการเงินที่สําคัญและการปรับปรุงตัวเลขทางการเงิน, 5 กันยายน 2561 - วิธีการจัดอันดับเครดิตธุรกิจทั่วไป, 26 กรกฎาคม 2562",ทริสเรทติ้งจัดอันดับเครดิตหุ้นกู้ไม่ด้อยสิทธิ มีหลักประกันวงเงินไม่เกิน 180 ล้านบาท  “บ. ปริญสิริ” ที่ระดับ “BBB/Stable”,0
https://www.trisrating.com/th/rating-news/180-bbbstable/,ในวงเงินไม่เกิน 180 ล้านบาท ไถ่ถอนภายใน 1 ปี แนวโน้มอันดับเครดิต:,ทริสเรทติ้งจัดอันดับเครดิตหุ้นกู้ไม่ด้อยสิทธิ มีหลักประกันวงเงินไม่เกิน 180 ล้านบาท  “บ. ปริญสิริ” ที่ระดับ “BBB/Stable”,0
https://www.trisrating.com/th/rating-news/negative-stable15/,ทริสเรทติ้งคงอันดับเครดิตองค์กรและหุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกันของ บริษัท น้ําตาล มิตรผล จํากัด ที่ระดับ “A+” แต่เปลี่ยนแนวโน้มอันดับเครดิตเป็น “Negative” หรือ “ลบ” จาก “Stable” หรือ “คงที่” โดยการเปลี่ยนแปลงแนวโน้มอันดับเครดิตดังกล่าวสะท้อนถึงความกังวล ของทริสเรทติ้งเกี่ยวกับผลการดําเนินงานของบริษัทที่จะได้รับผลกระทบจากปริมาณอ้อยที่ลดลง อย่างมากอันเนื่องมาจากภาวะภัยแล้งที่รุนแรงในประเทศไทย นอกจากนี้ ทริสเรทติ้งยังคาดว่า ราคาน้ําตาลในตลาดโลกที่ตกต่ําเป็นระยะเวลานานตลอดจนอุปสงค์ของเอทานอลที่ลดลงจะเป็น ปัจจัยกดดันต่อผลประกอบการของบริษัทในปี 2563 อีกด้วย,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,-1
https://www.trisrating.com/th/rating-news/negative-stable15/,อย่างไรก็ตาม อันดับเครดิตยังคงสะท้อนถึงสถานะทางการตลาดของบริษัทที่เป็นหนึ่งในผู้ผลิต น้ําตาลชั้นนําระดับโลก ตลอดจนแบรนด์สินค้าซึ่งเป็นที่ยอมรับ ฐานการผลิตที่กระจายตัว และ แหล่งรายได้ที่หลากหลายของบริษัท,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,1
https://www.trisrating.com/th/rating-news/negative-stable15/,อุตสาหกรรมน้ําตาลโลกยังคงเผชิญกับแรงกดดันจากราคาน้ําตาลที่ลดลงอย่างมากจากภาวะ อุปทานส่วนเกินในประเทศบราซิล จากผลของราคาและปริมาณการใช้น้ํามันเชื้อเพลิงที่ลดลง ส่งผลให้ผู้ประกอบการในประเทศบราซิลต้องปรับเพิ่มกําลังการผลิตน้ําตาลและลดปริมาณการ ผลิตเอทานอลลง ในขณะที่ผู้ผลิตน้ําตาลในประเทศไทยก็กําลังประสบกับปัญหาปริมาณอ้อยที่ ลดลงอันเกิดจากภาวะภัยแล้งในฤดูกาลผลิต 256212563 ทั้งนี้ ราคาน้ําตาลที่ลดลงอย่างรุนแรง และภาวะความแห้งแล้งที่ยืดเยื้อมีแนวโน้มที่จะกดดันให้รายได้และอัตรากําไรของผู้ผลิตน้ําตาลใน ประเทศไทยลดลงในช่วง 12-18 เดือนข้างหน้า,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,-1
https://www.trisrating.com/th/rating-news/negative-stable15/,ทริสเรทติ้งคาดว่ารายได้จากการดําเนินงานของบริษัทจะลดลงมาอยู่ที่ระดับ 8.0 หมื่นล้านบาทใน ปี 2563 จาก 9.5 หมื่นล้านบาทในปี 2562 และค่อย ๆ ปรับตัวเพิ่มขึ้นมาอยู่ที่ระดับ 8.4-9.4 หมื่น ล้านบาทในปี 2564-2565 ภายใต้สมมติฐานขั้นพื้นฐานของทริสเรทติ้งคาดว่าราคาน้ําตาลโลกโดย เฉลี่ยจะอยู่ที่ระดับ 10 เซ็นต์ต่อปอนด์ในปี 2563 และจากนั้นจะเพิ่มขึ้นมาอยู่ที่ระดับ 12-14 เซ็นต์ ต่อปอนด์ในปี 2564-2565 เปรียบเทียบกับระดับราคาเฉลี่ยที่ 12.8 เซ็นต์ต่อปอนด์ในช่วงเดือน มกราคม-เมษายน 2563 ส่งผลให้อัตรากําไรก่อนดอกเบี้ยจ่าย ภาษี ค่าเสื่อมราคา และค่าตัด จําหน่ายต่อรายได้ของบริษัทคาดว่าจะปรับลดลงมาอยู่ที่ระดับ 13% ในปี 2563 จากระดับ 18% ในปี 2562 และจากนั้นจะค่อย ๆ ปรับตัวเพิ่มขึ้นมาอยู่ที่ระดับ 17%-19% ในปี 2564-2565,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0-
https://www.trisrating.com/th/rating-news/negative-stable15/,ในช่วง 2-3 ปีที่ผ่านมาบริษัทมีภาระหนี้เพิ่มขึ้นจากการลงทุนอย่างต่อเนื่องและอัตรากําไรที่อ่อนแอ ลง อัตราส่วนหนี้สินทางการเงินต่อเงินทุนของบริษัทเพิ่มขึ้นมาอยู่ที่ระดับ 54% ณ สิ้นปี 2562 เทียบกับระดับประมาณ 50%-52% ในปี 2558-2560 ในขณะที่อัตราส่วนเงินทุนจากการ ดําเนินงานต่อหนี้สินทางการเงินสุทธิที่ปรับปรุงแล้วอยู่ที่ระดับ 17.5% ในปี 2562 ลดลงจากระดับ 19.5% ในปี 2560,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,-1
https://www.trisrating.com/th/rating-news/negative-stable15/,ทริสเรทติ้งประเมินว่าบริษัทจะมีสภาพคล่องที่เพียงพอ บริษัทจะมีหุ้นกู้จํานวน 4 พันล้านบาทและ เงินกู้ระยะยาวจํานวน 2 พันล้านบาทที่จะครบกําหนดชําระในช่วง 12 เดือนข้างหน้า รวมทั้งจะมี งบเพื่อการลงทุนอีกประมาณ 1.5 หมื่นล้านบาท แม้ว่าเงินทุนจากการดําเนินงานของบริษัทคาดว่า จะลดลงมาอยู่ที่ระดับ 7 พันล้านบาท แต่บริษัทก็มีเงินสดและรายการเทียบเท่าเงินสดอยู่ประมาณ 3 พันล้านบาท รวมทั้งวงเงินสินเชื่อระยะสั้นที่ยังไม่ได้เบิกใช้จากสถาบันการเงินอีกประมาณ 2 หมื่นล้านบาท,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0-
https://www.trisrating.com/th/rating-news/negative-stable15/,"เครดิตวาระ เป็นขั้นตอนหนึ่งในกระบวนการทบทวนอันดับเครดิตขององค์กรหรือตราสารหนี้ที่ทริสเรทติ้งได้ประกาศผลไปแล้ว ซึ่งโดยปกติการทบทวนดังกล่าวจะกระทําตลอดอายุของสัญญาหรือตราสาร และ สรุปผลเมื่อครบรอบปี ในระหว่างนั้นหากหน่วยงานดังกล่าวออกตราสารหนี้ใหม่ หรือเมื่อมีเหตุการณ์สําคัญที่อาจมีผลกระทบต่อธุรกิจหรือการเงินของหน่วยงานนั้น ๆ และมีข้อมูลผลกระทบเพียงพอที่จะปรับ อันดับเครดิต หรือเมื่อมีเหตุให้ต้องยกเลิกอันดับเครดิตเดิม ทริสเรทติ้งจะประกาศ ""เครดิตวาระ"" แก่สาธารณะ โดยผลอันดับเครดิตอาจ ""เพิ่มขึ้น"" (Upgraded) ""ลดลง"" (Downgraded) ""คงเดิม"" (Affirmed) หรือ ""ยกเลิก"" (Cancelled)",ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0
https://www.trisrating.com/th/rating-news/negative-stable15/,“Negative” หรือ “ลบ” สะท้อนถึงความกังวลของทริสเรทติ้งเกี่ยวกับสถานะทางการเงินของบริษัทที่อ่อนแอลงจากผลของภาวะภัย แล้งในประเทศไทยและราคาน้ําตาลโลกที่คาดว่าจะลดลงอย่างมากในช่วง 12-18 เดือนข้างหน้า ปัจจัยที่อาจทําให้อันดับเครดิตเปลี่ยนแปลง,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,-1
https://www.trisrating.com/th/rating-news/negative-stable15/,แนวโน้มอันดับเครดิตอาจเปลี่ยนกลับมาเป็น “Stable” หรือ “คงที่” ได้ในกรณีที่ผลการดําเนินงานของบริษัทฟื้นตัวอย่างต่อเนื่องในระยะที่ยาวนานในระดับ หนึ่ง ในทางตรงกันข้าม อันดับเครดิตอาจได้รับการปรับลดลงหากบริษัทมีภาระหนี้สูงเกินกว่าที่คาดหรือมีอัตรากําไรอ่อนแอกว่าที่คาดซึ่งทําให้อัตราส่วน หนี้สินทางการเงินต่อกําไรก่อนดอกเบี้ยจ่าย ภาษี ค่าเสื่อมราคาและค่าตัดจําหน่ายของบริษัทอยู่ในระดับเกินกว่า,ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0
https://www.trisrating.com/th/rating-news/negative-stable15/,"- วิธีการจัดอันดับเครดิตธุรกิจทั่วไป, 26 กรกฎาคม 2562 - อัตราส่วนทางการเงินที่สําคัญและการปรับปรุงตัวเลขทางการเงิน, 5 กันยายน 2561",ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0
https://www.trisrating.com/th/rating-news/negative-stable15/,"MPSC209A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,300 ล้านบาท ไถ่ถอนปี 2563 MPSC20OA: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,000 ล้านบาท ไถ่ถอนปี 2563 MPSC20OB: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,850 ล้านบาท ไถ่ถอนปี 2563 MPSC219A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,000 ล้านบาท ไถ่ถอนปี 2564 MPSC21OA: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,000 ล้านบาท ไถ่ถอนปี 2564 MPSC229A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,000 ล้านบาท ไถ่ถอนปี 2565",ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0
https://www.trisrating.com/th/rating-news/negative-stable15/,"MPSC220A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,000 ล้านบาท ไถ่ถอนปี 2565 IMPSC233A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,500 ล้านบาท ไถ่ถอนปี 2566 MPSC236A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,610 ล้านบาท ไถ่ถอนปี 2566 MPSC249A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 3,200 ล้านบาท ไถ่ถอนปี 2567 MPSC256A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,400 ล้านบาท ไถ่ถอนปี 2568 MPSC256B: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,210 ล้านบาท ไถ่ถอนปี 2568 MPSC259A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,000 ล้านบาท ไถ่ถอนปี 2568 MPSC26DA: หุ้นกู้ ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,900 ล้านบาท ไถ่ถอนปี 2559 MPSC286A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 1,630 ล้านบาท ไถ่ถอนปี 2571 MPSC28DA: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 2,200 ล้านบาท ไถ่ถอนปี 2571 MPSC306A: หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน 3,650 ล้านบาท ไถ่ถอนปี 2573 แนวโน้มอันดับเครดิต:",ทริสเรทติ้งคงอันดับเครดิตองค์กร & หุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกัน “บ. น้ำตาลมิตรผล” ที่ “A+”  และเปลี่ยนแนวโน้ม เป็น “Negative” จาก “Stable”,0
https://www.trisrating.com/th/rating-news/bb-bbb-stable6/,"ทริสเรทติ้งลดอันดับเครดิตองค์กรของ บริษัท น้ําตาลบุรีรัมย์ จํากัด (มหาชน) เป็นระดับ “BB"" จากเดิมที่ระดับ “BBB” ด้วยแนวโน้มอันดับเครดิต “Stable” หรือ “คงที่” โดยการลดอันดับเครดิต สะท้อนถึงความเสี่ยงด้านเครดิตของบริษัทที่อ่อนแอลงมากอย่างต่อเนื่องรวมถึงความกังวลเรื่อง ภาวะภัยแล้งที่รุนแรงในประเทศไทย และราคาน้ําตาลในตลาดโลกที่ยังคงอยู่ในระดับต่ํา ซึ่งอาจทํา ให้บริษัทอ่อนแอลงไปอีก พร้อมกันนี้ บริษัทได้แจ้งความประสงค์ขอให้ทริสเรทติ้งยกเลิกอันดับ เครดิต ดังนั้น อันดับเครดิตของบริษัทที่ประกาศต่อสาธารณชนจะไม่ได้รับการทบทวนอีกต่อไปนับ จากวันที่ประกาศนี้",ทริสเรทติ้งลดอันดับเครดิตองค์กร “บ. น้ำตาลบุรีรัมย์” เป็น “BB” จาก “BBB-” แนวโน้ม “Stable”,-1
